apt_id,apt_name,apt_street,apt_city,apt_state,apt_zip,apt_phone,apt_num_rentals,apt_num_reviews,apt_avg_review,apt_latitude,apt_longtitude,apt_description
e8xm9tq,The Savoy Luxury Apartments,4306 N Shallowford Rd,Atlanta,GA,30341,678-368-4043,41,6,4.8,33.91889,-84.30525,"'The Savoy offers quality and convenience at every turn. Our pet-friendly apartment homes boast complementary cable and high-speed Internet service, spacious interiors and upscale features. Community amenities include a saltwater pool, club house with billiards, and a parking garage. With easy access to major interstates, our community is a quick drive to everything Atlanta, Buckhead and Dunwoody have to offer. There is something for everyone at The Savoy. Contact us today to schedule your personal tour!'"
3770nse,Barrett Walk,2055 Barrett Lakes Blvd NW,Kennesaw,GA,30144,844-230-1410,14,6,5.0,34.00158,-84.57441,"'Barrett Walk features small-town charm perched on the edge of the big city. Choose from well-designed apartment homes enhanced with free cable and high-speed Internet service, and details and finishes found in upscale custom houses. Enjoy amenities like beautifully landscaped grounds and a poolside fitness center. Conveniently located near I-75, I-575, Barrett Parkway and minutes from Town Center Mall, we are surrounded by dining, shopping and entertainment like Kennesaw Mountain and Swift-Cantrell Park. Kennesaw State University and various employers are all within a short commute. Contact us today to schedule your personal tour!'"
tm7re48,Briarhill Apartments,1470 Sheridan Rd,Atlanta,GA,30324,404-631-6496,12,2,5.0,33.82523,-84.34027,"'Briarhill offers relaxed pet-friendly living in the heart of Brookhaven. Choose from well-appointed apartments featuring complimentary cable and high-speed Internet service, and enjoy amenities like a poolside grilling area, a coffee bar and a 24-hour fitness center. With easy access to I-85, you are just a short drive from Emory University and local employers. Ride your bike to Athletic Club Northeast or indulge in the shopping and dining in Buckhead or Lenox Square. Have a picnic or walk the trails at Elwyn John Wildlife Sanctuary. There is something for everyone at Briarhill. Contact us today to schedule your personal tour!'"
gddqx9w,755North,755 North Ave NE,Atlanta,GA,30306,844-887-9756,24,2,4.9,33.77068,-84.36289,"'755North is a brand new luxury apartment community by Perennial Properties located in the Old Fourth Ward neighborhood of Atlanta with direct access to the BeltLine and is steps away from the Old Fourth Ward Park. 755North features studio, 1, 2, and 3 bedroom apartments with stainless steel appliances, plank flooring, washer and dryer included, granite counters, kitchen islands, microwaves, walk-in closets, large balconies, alarms and exquisite city views.   Community features include, fitness center with complimentary personal training, valet dry cleaning, clubroom with gaming center, pool overlooking Old Fourth Ward Park and Beltline, internet cafe, bocce ball court, controlled access, covered parking, valet trash and recycling and elevators'"
5yc311m,Walton Westside,790 Huff Rd NW,Atlanta,GA,30318,404-850-9964,28,47,4.8,33.78703,-84.41368,"'An urban enclave in West Midtown Atlanta, Walton Westside brings modern luxury apartment living to one of the most dynamic and active areas in Atlanta. You’ll love living close to all of the new shops and restaurants that our area is attracting. Our community is focused on the health conscious and we are pleased to say we are smoke-free and offer lifestyle balancing amenities like our fitness center. With easy access to I-85 and I-75, Walton Westside is close to everything you could need. The neighborhood is easily navigated and it’s so easy to walk or bike to the eclectic art galleries that The Goat Farm is known for. Enjoy the legendary restaurants and shopping that the Westside Provisions District in West Midtown has to offer.Walton Westside offers an incredible wealthy-feeling living experience with stunning one or two bedroom apartment homes. Our homes are built with oversized windows and designer kitchens that integrate upgraded cabinetry, granite counters, stainless steel appliances, large islands, pendant lighting and backsplashes that are perfect for entertaining! Our exclusive amenities such as a rooftop deck with city views and enticing pool with a comfortable sundeck will provide the relaxed lifestyle you crave. We also welcome your pet and offer a dog run and onsite pet grooming salon!The photo gallery shows the detail and comfort of this urban oasis that will make you want to call Westside apartments home. Schedule your appointment or drop by and visit us today for your personal tour. We’d love to show you around!'"
ftbf24s,Century Skyline,396 Piedmont Ave NE,Atlanta,GA,30308,844-209-1309,17,41,4.3,33.76491,-84.38241,"""Dare to live a high-end lifestyle at Century Skyline Apartments—an incredible rental community in the South Midtown area near the GSU. Quality service is our top commitment, and this is why we’ve appointed our apartments in Downtown Atlanta with everything you need to turn your future home into a living space that feels just right.Luxury and accessibility collide inside your one or two-bedroom apartment for rent in Atlanta. Our layouts span between 845 and 1,529 square feet and boast a full slate of fixtures meant to enhance your comfort. The hardwood flooring, 9' ceilings, and spacious walk-in closets, along with the washer/dryer sets and private balconies, transform these charming floor plans into your unique nest of indulgence. Plus, it is further outfitted with SmartHome technology featuring voice-activated lighting, Alexa, and USB outlets to cater to your connected lifestyle.Apart from having contemporary interior designs and beautiful city views, our community is also conveniently located close to I-85 and the MARTA network. This means you’ll have no problem getting to work since Georgia Power or Georgia Tech are a short commute away. It will be just as easy to pick groceries at Publix. As for entertainment, our address puts you near top retail and leisure destinations, including the Atlantic Station. There are also plenty of onsite recreation areas, such as a rooftop deck with green space and a saltwater pool, a clubhouse with a game area and a Starbucks coffee bar, as well as a fully-equipped fitness studio. And we didn’t even mention the resident business center, furnished units, and 24/7 maintenance that grant you even more ease.Become a resident in one of our pet-friendly apartments in Atlanta, GA. Reach out today and we’ll give you all the details!"""
3vp1ptf,Highland Walk Apartments,701 NE Highland Ave,Atlanta,GA,30312,888-223-9617,26,8,4.9,33.76102,-84.36462,"""Located minutes from Downtown and Midtown Atlanta and on the Beltline - Highland Walk is nestled in the urban community of Old Fourth Ward/ Inman Park/Virginia Highland - Highland Walk appeals to a vibrant in town community of residents who live near work and understand the day doesn't end at 5pm. Highland Walk offers unsurpassed accommodations in one of Atlanta's most desirable neighborhoods. As an inviting mid-rise community, with skyline views and hardwood floors, we offer such conveniences as a neighborhood pub, sushi restaurant, frozen yogurt shop and dry cleaner on-site."""
s8dqbl5,Highland View Apartments,784 Ponce De Leon Pl,Atlanta,GA,30306,404-267-6696,13,3,5,33.77544,-84.36472,"'Highland View is a small apartment community in Virginia Highlands.  We offer studio, 1, and 2 bedroom apartment homes.  Our community features direct access to the Atlanta Beltline (with over 30 miles of trails), a 24-hour fitness center, and is walking distance to multiple parks, including Piedmont Park and Old Fourth Ward Park.There are so many reasons to make Highland View your new home. Direct access to the Atlanta Beltline and Ponce City Market makes our location perfect for walking, especially up to Highland Avenue. Highland View Apartments gives its residents a unique mixture of all Atlanta has to offer. The Virginia Highland area is filled with tree-lined sidewalks, charming residences, and is brimming with diverse entertainment.'"
g35mz0z,Gwinnett Square,4175 Satellite Blvd,Duluth,GA,30096,678-824-1139,10,5,3.7,33.94963,-84.15279,"'Find the distinguished lifestyle you’re looking for at Gwinnett Square. A world of comfort awaits you as soon as you reach your doorstep. Your new home is spacious and laid out in a uniquely appealing manner that will accommodate all your decoration ideas. Examples of design elements at Gwinnett Square include black kitchen appliances, brushed nickel fixtures, private balcony or patio, maple cabinets, walk-in closets, fireplaces and washer and dryer connections.Every one of our residents has access to ample parking space and is welcome to use our onsite laundry facilities. Beyond the comfort and elegance of your home is a vast array of exciting amenities! Picnics areas equipped with BBQ grills are ideal to have friends over and enjoy the great Georgia summers. Our active residents love to swim laps in our beautiful sparkling swimming pool or enjoy a good workout in our state-of-the-art fitness center! What’s more, our clubhouse and pool area offer complimentary Wi-Fi access!'"
r0jjyf1,Amber Grove at Olley Creek FKA-Crescent Sq...,2050 Austell Rd SW,Marietta,GA,30008,844-237-5025,33,1,3.9,33.90474,-84.56849,"'Welcome to Amber Grove at Olley Creek Apartment Homes - a First Communities community, located in Marietta, GA, off Austell Road. This gated community is fully renovated with spacious one, two, three and four bedroom apartment homes. Apartment homes feature full size washer/dryer connections, fully upgraded appliance package, cable and WiFi access ready, and private balconies. Community amenities include a community garden, renovated fitness center, spacious pool with a sundeck and a FREE after school program. As a First Communities community, residents enjoy the benefits of monthly community events, friendly onsite staff, and the maintenance staff are available six days a week in addition to our 24-hour onsite emergency services.'"
me7ev9k,Azalea Park at Sandy Springs,8805 Dunwoody Pl,Sandy Springs,GA,30350,678-292-5732,20,19,3.9,33.99397,-84.34553,"'We’re offering contact-free tours! Call us for details!Nestled beneath towering pines and mature hardwoods, Azalea Park Apartments in Sandy Springs offers huge apartment homes (up to 1580 square feet) spacious and distinctive one, two and three bedroom garden and townhome plans, with features such as fireplaces, sunrooms, renovated kitchens and baths, stainless steel appliances and built-in bookshelves. In your leisure time, play tennis or work out in the fitness center, then relax on your patio or by one of our three swim\xadming pools. Our desirable Sandy Springs location in Fulton County provides nearby shopping, dining and entertainment at North Point or Perimeter Malls, excellent neighborhood schools, plus easy access to all of Atlanta via GA 400 or MARTA. Come to Azalea Park Apartments in Sandy Springs and discover your new home!'"
sy8n307,Dunwoody Crossing,700 Summit Place Dr,Sandy Springs,GA,30350,678-292-5867,23,24,3.5,33.99327,-84.34479,"""We’re offering contact-free tours! Call us for details!We're Upgrading! So should You!! Newly Renovated Kitchens. Stainless Steel Appliances. Within Walking Distance to Public Transportation, Shopping and Restaurants. Welcome to Dunwoody Crossing, a great place to call home. Our over-sized living spaces feature formal dining areas, living rooms, eat in kitchen and/or breakfast bars, washer/dryer connections, and private patios and balconies. Our community amenities include two lighted tennis courts and a fabulous swimming pool with a sun deck and free poolside wi-fi. We are conveniently located off buslines 85 and 87, near the finest shopping, dining, and entertainment. Call today to see your new home at Dunwoody Crossing.Complimentary Wifi at the Pool! One bedrooms from the $900's, Two bedrooms from the $1200's."""
xnk0jwm,Harbor Pointe,500 Harbor Pointe Pky,Sandy Springs,GA,30350,678-292-5989,30,14,3.7,33.97065,-84.3716,"'We’re offering contact-free tours! Call us for details!At Harbor Pointe Apartments near Morgan Falls Park, you’ll find a beautiful wooded community and exceptional amenities. Located in prestigious Sandy Springs in Fulton County and nestled along the Chattahoochee River, Harbor Pointe offers the perfect mix of comfort and convenience.All the best of Atlanta is at your fingertips, with easy access to Roswell Road, GA 400, I-285 and the nearby North Springs MARTA Station. Premiere shopping, restaurants and entertainment, including North Point and Perimeter Malls, are just minutes away. Choose from spacious one or two bedroom, garden or town home apartments, offering options such as newly renovated kitchens with stainless steel appliances, updated baths, fireplaces, accent walls, and garages. Work out in the fitness/exercise center, play tennis, catch up on work in the business center, and then relax at one of the two sparkling pools. It’s all here for you at Harbor Pointe Apartments in Sandy Springs!'"
nd3k1cn,Wood Creek at Roswell,600 Old Holcomb Bridge Rd,Roswell,GA,30076,678-292-5667,25,3,3.9,34.02674,-84.32765,"'We’re offering contact-free tours! Call us for details!In Roswell in Fulton County, just off GA 400, Wood Creek Apartments combines the convenience of an affordable suburban community with easy access to the entire Atlanta area. Dining, entertainment and shopping are just minutes away at North Point or Perimeter Malls, and the Chattahoochee River and North Springs MARTA station are close by. Spacious and unique one, two and three-bedroom floor plans (up to 1425 square feet) are available, with great features such as fireplaces, vaulted ceilings, stainless steel appliances, faux hardwood flooring and storage areas. The large swimming pool with free Wi-Fi overlooks the tennis courts, with barbecue areas nearby. Wood Creek offers a convenient residential setting to complement an active life. Come home to quality and affordable Roswell apartment living!'"
dntj44k,Regency Square,3250 Mercer University Dr,Chamblee,GA,30341,844-578-9493,26,9,4.0,33.87636,-84.25583,"'We’re offering contact-free tours! Call us for details!Welcome to Regency Square Apartments in Chamblee, Atlanta’s most unique mid-rise community! Our outstanding location is inside The Perimeter in DeKalb County, near I-85 and I-285, across from Mercer University and minutes from downtown, Buckhead and Perim\xadeter Mall. You’ll find spacious one and two bedroom plans with newly renovated kitchens with stainless steel appliances, plus features such as vaulted ceilings, faux hardwood flooring, fireplaces and walk-in closets, surrounded by elegant architecture with landscaped courtyards, plus the convenience of elevators and free covered parking. Enjoy the sparkling pool with free Wi-Fi and heated spa, tennis court, and complete fitness center in a fantastic new clubhouse. Experience the ultimate in convenient luxury apartment living!. Ask about our student package!'"
80b2p60,Morgans Landing,7843 Roswell Rd,Sandy Springs,GA,30350,678-292-5711,23,7,4.0,33.96963,-84.35915,"'We’re offering contact-free tours! Call us for details!Beautiful Morgan’s Landing Apartments are conveniently located in the prestigious Sandy Springs area in Fulton County of North Atlanta, within easy reach of GA 400 and I-285. North Point and Perimeter Malls are nearby, as are the Chattahoochee River parks, great schools and the North Springs MARTA station. Our gracious one, two and three-bedroom garden, loft and townhome apartments are exceptionally large (up to 1650 square feet) offer newly renovated kitchens with stainless steel appliances, plus upgraded baths. You’ll enjoy the lovely pool with free Wi-Fi, tennis courts and carefree lifestyle. Come to Morgan’s Landing Apartments in Sandy Springs and live the good life!'"
phgbgyt,Largo Pointe/Windsor Arms,12409 Largo Dr,Savannah,GA,31419,912-200-5481,4,3,2.9,31.97881,-81.15237,"'Come discover one of Savannah’s most desirable and affordable apartment communities. Largo Pointe/Windsor Arms is a quiet professional community within walking distance to schools, churches and shopping centers.Nowhere else is your lifestyle more evident than here at Largo Pointe/Windsor Arms… casual and uncomplicated, with all the comforts to which you’re accustomed.'"
zdce14y,Revel100,100 Peaks Rdg,Acworth,GA,30102,844-321-0359,3,25,3.8,34.09518,-84.58185,"'Our apartments in Acworth, GA feature expansive floor plans that are newly renovated! Our open-concept kitchens include all of your modern luxuries such as stainless steel appliances, a custom backsplash, and black fusion counter tops. The open floor plans include a breakfast bar with striking views to your living and dining room. Spend time outdoors from the comfort of your private screened-in balcony! You will also find upgraded brushed nickel lighting and plumbing fixtures throughout your apartment home. The contemporary amenities don’t stop there! Easily control the temperature in your home with your Nest thermostat or charge your technology with USB plug-ins! To top it off, our Acworth, GA apartments for rent come with your own private laundry room fully equipped with a full-sized washer and dryer. Spacious bathrooms and walk-in closets with custom built shelving complete our modern floor plans, perfect for anyone! At Revel100, you’ll also fall in love with all of the community amenities we offer. Enjoy a free membership to our state-of-the-art fitness center, or relax at our gorgeous resort style pool with expansive sundeck and a fire pit. Have fun at our playground or make use of our on-site business center. And there’s plenty for our furry friends too! They’ll love our lush landscaping, pet stations, and can run and play at the bark park! With all our community has to offer, it will be an easy choice to make Revel100 your new home!'"
xpl9mmp,Broadway Townhomes,1951 Southampton Rd,College Park,GA,30349,844-290-4619,2,3,2.9,33.61652,-84.45341,"'Large, Updated 2 Bedroom in College Park - Broadway Townhomes is a peaceful and thriving community. With easy access to Hartsfield-Jackson Airport and to all major interstates, Broadway invites you to enjoy amenities such as huge closet spacing, private patios and balconies and large kitchens. Retreat home to a quaint one, two, or three-bedroom townhomes professionally managed and dedicated to servicing your needs and concerns.(RLNE6079593)'"
5zkgz1m,Georgetown Crossing,1015 King George Blvd,Savannah,GA,31419,912-257-4883,8,14,5.0,31.98411,-81.21955,"'This renovated one bedroom apartment home with stylish black appliances will be available soon! - Georgetown Crossing features one- and two-bedroom floorplans with an array of amenities and features to choose from to make an easy decision on your new home.Residents enjoy our resort-style pool and jacuzzi, outdoor kitchen and grilling station, beautifully renovated clubhouse with a complimentary Starbucks coffee bar. Animals are family too, so our pet-friendly community welcomes four-legged friends-- we even have a bark park for dogs in the community to run around and play with each other.Youll love being close to everythingin a busy business and shopping district, excellent schools and the short distance to Tybee beach, youll find you have everything you need nearby.Your new homes interior is designed thoughtfully to provide stylish and convenient upgrades. Choose from a variety of options such as sleek black or stainless-steel appliances, a private balcony or patio, soak in a large garden bathroom tub and enjoy living in one of our spacious floorplans.Community and Home Amenities: Resort-style saltwater pool and jacuzzi Outdoor kitchen and grilling station Newly renovated Clubhouse Complimentary Starbucks Coffee Bar Leash-free Bark Park with Agility Equipment Courtyard with outdoor firepit and hammocks BBQ Grills and Picnic Areas Sand Volleyball Court 24/7 Clothes Care Center Scenic Pond Detached garages available for extra storage Designated Recreational Parking 24/7 Emergency Maintenance On-site, friendly management Online Resident Portal and bill pay Newly designed interiors Black and Stainless-Steel appliances Large Garden Bathtubs Built-in Bookshelves Washed and Dryer Connections Vaulted Ceilings Wood Burning Fireplace Scenic viewsExcellent service can be expected at Georgetown Crossing, our friendly staff is ready to help you find the perfect home. Stop by the community or call today to schedule a tour-- we cant wait to meet you! Come home to Georgetown Crossing to see how were redefining a new standard of southern charm in Savannah.Georgetown Crossing Apartments1015 King George Blvd. Savannah, GA 31419(912) 244-8857georgetown-crossing-@rent.dynasty.comMonday  Friday: 9 AM - 6 PMSaturday: 10 AM - 5 PMwww.georgetowncrossingapartments.com(RLNE5432129)'"
7wpme4x,AMLI Arts Center,1240 W Peachtree St,Atlanta,GA,30309,844-402-0587,54,1,4.9,33.7888,-84.38857,"'Two bedroom apartments available for immediate move in! Perfect for couples and friends. AMLI Arts Center offers high-rise city apartments ideally situated walking distance to Piedmont Park, the Woodruff Arts Center, Atlantic Station, and an array of shopping and dining options. Located in the Midtown Arts District, we offer easy access to the Arts Center MARTA station, I-75/I-85, and GA 400, as well as Buckhead and Downtown. AMLI Arts Center offers spacious one- and two-bedroom floor plans featuring your choice of two artfully designed finish packages, with stainless steel ENERGY STAR appliances, quartz countertops, NEST thermostats, front-loading washers and dryers, custom Elfa walk-in closets, private balconies and more. Sky Level homes include upgraded features such as Kember wood flooring throughout, Samsung and Bosh Appliances, and more. Tour today and see for yourself.  Experience luxurious amenities, including a rooftop skyline lounge, expansive pool deck, outdoor movie theater, dog park and pet spa. Interior complete with  two-story fitness center, clubroom with game tables and big screen TVs, coffee lounge, business center with private conference room, gated parking garage with electric car charging stations, and bike storage and repair room. AMLI Arts Center is a LEED Gold Certified Community and smoke-free inside and out. We provide Midtown residents an outstanding living environment, healthier lifestyle, and lower environmental impact.'"
xnvzz3q,Parkside Apartments,3214 Valley Bluff Dr,Doraville,GA,30340,678-902-5767,3,13,3.3,33.88981,-84.22854,"""Parkside Apartments in Doraville, GA, a wooded retreat that will take you back to the days when space meant more. Including a wide selection of delightful amenities and features like vaulted ceilings, tennis courts, a community picnic area, a sparkling swimming pool, a fitness center and so much more. Conveniently located for easy access to all of Atlanta's major arteries, entertainment, and unique cuisine dinning. We welcome you to a unique and special place where the comforts meet or exceed your expectation. Choose from a selection of spacious one and two bedroom apartments, with Loft Style also available. Enjoy fully equipped kitchens with a refrigerator, disposal, stove and dishwasher, optional living rooms, screened porches or balconies.  Contact us today to discuss your new apartment and make your move to Parkside Apartments."""
65k4czr,3500 The Vine,3500 Peachtree Corners Cir,Norcross,GA,30092,877-681-6238,7,15,3.4,33.95142,-84.2525,"'At 3500 The Vine apartments, located in the city of Norcross, you’ll find beautifully landscaped grounds, a variety of resident privileges, enjoyable community events and striking homes with modern interiors that define a distinctive living experience.Just steps from your door, you’ll have access to a fitness center, modern clubhouse with a WiFi cafe, a resort-style pool and sundeck, and much more.Enjoy your life within this inspired neighborhood, conveniently located near I-85 and 1-285 with quick access all the perimeter area of Atlanta has to offer. Additionally you’ll appreciate convenient access to local shopping and entertainment off of Peachtree Industrial Boulevard.'"
f8v1llv,Arbor Gates at Buckhead,2500 Pine Tree Rd NE,Atlanta,GA,30324,678-973-4668,4,15,4.3,33.82633,-84.35906,"""All of the apartment homes at Arbor Gates feature the finest in modern amenities. Our roomy living spaces include high-speed Internet access, with ample closet space and storage. Take advantage of the large swimming pool or clubhouse, and enjoy the convenience of an in-unit washer and dryer. Our professional management will assist you in meeting all of your needs. At Arbor Gates, you'll feel right at home."""
5xq0btm,Princeton Place,820 Canton Rd,Marietta,GA,30060,844-545-0261,7,2,4.0,33.97306,-84.54551,"""Princeton Place offers a mixture of comfort and style. You'll find this community at 820 Canton Rd. in the 30060 area of Marietta. The leasing team is ready to help you find your ideal place. Experience a new standard at Princeton Place."""
elcfhnm,Flats 1500,1500 Brandon Glen Way NE,Conyers,GA,30012,770-609-4653,18,2,2.9,33.67432,-83.99114,
4esl75l,PARC AT POOLER,2200 Old Quacco Rd,Pooler,GA,31322,844-219-2356,40,nan,nan,32.07942,-81.26863,'Welcome Home to Parc at Pooler. Our community is now open for in-person tours! We still offer the option of a virtual tour or a self-guided tour. Please feel free to contact us with questions on any of these options.'
ez9l47n,Aylesbury Farms,6115 Abbotts Bridge Rd,Duluth,GA,30097,678-392-4459,10,16,3.2,34.04925,-84.18248,"'BRAND NEW BLACK KITCHEN APPLIANCE PACKAGE INCLUDING MICROWAVE AND SIDE BY SIDE REFRIGERATOR WITH WATER AND ICE MAKER !! Welcome to Aylesbury Farms Apartments. Our property features a natural recreation area featuring a jogging trail, a picnic pavilion, a multi-use playground, two sparkling swimming pools featuring a spa, a waterfall, and a poolside cabana, two lighted tennis courts, a fitness center with personal training stations, an aerobics room, a luxurious clubhouse featuring a fully-equipped business center, a conference room,one and two car garages with remote access, a digital alarm system with 24-hour monitoring available, a controlled access entry, a covered bus stop, and an award-winning community design with meticulous landscaping highlighted by wildflower gardens. Our apartment homes feature French and atrium doors with overhead transoms, crown moulding, chair railings, a spacious laundry area with Brand NEW Maytag washer and dryers, garden tubs, European-styled cabinets with finished interiors, frost-free refrigerators with ice makers, self-cleaning ovens, garbage disposals, and oversized private balconies with fans. Select apartments include trey and cathedral ceilings, fireplaces with marble hearths, his/her walk-in closets, cultured marble vanities with double sinks, mirrored dining room accent walls, custom built wine racks, and double pane palladian and bay windows. For the luxury and convenience you want, make your new home at Aylesbury Farms Apartments.'"
5zwl63n,The Exchange at 1105,1105 Davis Rd,Lagrange,GA,30241,844-822-4671,6,nan,nan,33.02862,-84.98689,
kkp6k28,Ford Factory Lofts,699 Ponce De Leon Ave NE,Atlanta,GA,30308,470-381-1621,5,5,3.9,33.77308,-84.36411,"""Discover your new apartment at Ford Factory Lofts in Atlanta, GA. Schedule a time to check out the apartment floorplan options. You'll experience a great selection of amenities at this community. Some of these include: dining rooms, vaulted ceilings, and smoke free options.  From location to floorplan options, the leasing team is ready and waiting to help you find your perfect floorplan option. Drop by the leasing office to find out the current floorplan availability."""
b2j0yj8,The Paramont,4201 Pleasant Lake Village Ln,Duluth,GA,30096,866-671-4442,7,3,4.0,33.95426,-84.14337,"'Welcome to The Paramont Apartments, offering 1, 2, and 3 Bedroom Apartments in Duluth, Georgia. Our host of desirable features and amenities, include fully equipped kitchens, most with upgraded black appliances and new contemporary lighting. Some of our floor plans offer additional features such as vaulted ceilings, faux wood flooring or wood burning fireplaces. We are a pet friendly community, beautifully situated amongst mature shade trees and manicured lawns. Whether you have a young family, are looking forward to retirement or anything in between, The Paramont has a floor plan to meet your needs. With a variety of layouts to choose from, you will surely find what you are looking for from our selection of spacious apartments. Welcome additions in any home, you will appreciate our spacious kitchens that open into the dining room for entertaining and large bedrooms with extra closet space. The Paramont Apartments is where you can come home to relax in the comforts of a quiet, secluded community with desirable amenities after the excitement of the Atlanta metropolitan area located just minutes away.'"
t0r6qc9,The Centre at Peachtree Corners,3325 Holcomb Bridge Rd,Peachtree Corners,GA,30092,844-512-2965,8,16,3.6,33.95003,-84.23862,"""The NEWLY RENOVATED Centre at Peachtree Corners Apartments is just the home you've been looking for...Our newly renovated community features a new club house with fitness and business center as well as an outdoor cooking area. In your new apartment home you will find upgraded kitchens with new cabinets, counter tops and appliances, ceiling fans in each room, brand new windows throughout and new French style doors onto your patio or balcony, and fully updated bathrooms with new deep soaking tubs, vanities and fixtures. The PERFECT location, close to all of the stores, shops, and restaurants that the rapidly growing Peachtree Corners area has to offer. Find yourself living in this highly desirable and popular neighborhood."""
6shwx3v,Evoq Town Flats at Johns Creek,10970 Bell Rd,Johns Creek,GA,30097,844-267-1640,23,1,5.0,34.04936,-84.17534,"""Come see for yourself why EVOQ Town Flats was recently named the Best Community for Active Mid-Lifers by Best Self magazine! A richer life is just around the corner at EVOQ Town Flats - a 55+ age-exclusive, boutique-sized community in the heart of Johns Creek. Offering concierge service designed for you to experience the freedom to do what you've always dreamed about. Lock & leave has never been easier - but we've thought of everything so don't be surprised if you end up wanting to spend all of your time here enjoying our beer & wine tap selections or lounging under a cabana by the saltwater pool with friends.With 23 floor plans, you've got options including features such as dedicated dining rooms, gas cooking, wine refrigerators, 11' ceilings, dual vanities and so much more. Entertain your friends and host your family here, just like you always have. Come visit our Leasing Office to see how fun it can be to live in a community of people like you who are ready to “evoke” what's next."""
mb4h34j,The Bellamy at Milledgeville -Student Housing,145 S Irwin St,Milledgeville,GA,31061,833-218-3621,5,nan,nan,33.07802,-83.23928,"'Student Apartment Homes--Find the perfect floor plan. Our beautiful apartments have quality options to make you feel at home! Apartments are rented by the bedroom for roommates. Rental rates are based on per person, per bedroom. Roommate matching available.'"
l93102g,Icon Waverly,3190 Skinner Mill Rd,Augusta,GA,30909,478-253-2969,5,4,3.7,33.49852,-82.06336,"""Come home to a beautiful natural setting of tall trees on the banks of Rae's Creek. Icon Waverly offers some of the largest living spaces in West Augusta. A quiet and relaxing place to come home to, yet just outside this secluded community you'll find lots of shopping, restaurants, entertainment, schools and all the necessities of life. Easy access to I-20, Bobby Jones Expressway or Washington Rd means you're only minutes from major employers of Augusta."""
50x1mpn,Elite at City View,4001 Lakemont Dr,College Park,GA,30337,844-852-3406,9,12,2.7,33.64589,-84.48601,"""Take Advantage of our Monthly MOVE IN SPECIALS!!! $9 Million Dollar RENOVATION is completed, Lake renovation completed. Most apartments with beautiful lake views!!! Less than 1.5 miles to the NEW Camp Creek Marketplace, Lowe's, Target, BJ's, Publix, Marshall's, MARTA Stop on corner, Less than 4 miles to airport.  New doors, New windows, Fresh Paint. Swimming pool, Children's Playground 1,2,3 bedrooms available, 9 different floor plans."""
2yv6sj9,Jamestown Rock Springs,550 Rock Springs Ct NE,Atlanta,GA,30306,404-448-2466,84,8,5.0,33.79245,-84.34177,"'We are all about our neighborhood setting as we are tucked away near the Morningside/Lenox Park neighborhood, nestled between beautiful single family homes. It gives the perfect balance of apartment and neighborhood living.'"
wbvjcfk,Villas at Panthersville,2929 Panthersville Rd,Decatur,GA,30034,470-427-0859,6,14,1.9,33.70018,-84.27088,"""Decatur's hidden treasure. Welcome Home!! Hidden Villas offers studios, 1, 2 & 3 bedroom apartments & townhomes. Each home is fully equipped with kitchen, separate dining areas, large walk-in closes and so very much more. Hidden Villas is located near Northlake Mall, Emory Point, Emory Village, Clifton Road, Fernbank, Church St., Agnes Scott College, Atlanta Art Institute, CDC, IRS, Eglestone Childrens Health Care, Devry University, Toco Hills, Briarcliff Road, North Druid Hills Road, Lavista Road, and DeKalb Farmers Market.  Required at move in: Renters insurance"""
htkdz23,Elite at 285,5890 Riverdale Rd,Atlanta,GA,30349,844-584-5180,3,17,3.7,33.59183,-84.42564,"'Spacious 1, 2 & 3 bedroom apartments for rent in College Park, GA., pool, playground, on-site laundry, updated lighting and fixtures, with easy access to I-285, I-85, and I-75...Willow Way on Riverdale Road in College Park is located close to schools, dining and shopping.***Million Dollar Renovation Completed!!!***'"
qj8dx8w,Walden Glen Apartments,336 N Belair Rd,Augusta,GA,30809,706-504-9773,5,8,4.9,33.52602,-82.13997,"""Once in a while, you'll discover someplace special. A place away from the stresses of everyday life where time seems to slow and matters of the day dissolve away. Welcome to Walden Glen, all the comforts you've come to expect in an apartment home surpassed with additional amenities and unparalleled service. Surround yourself with distinctive details that create the tranquil and sophisticated environment only Walden Glen can offer. A resort-style pool, a tennis court, and a Pet agility center, accent interior features like vaulted ceilings, microwaves, and optional sun rooms are just some of the amenities. At Walden Glen, you have room to breathe, relax, and enjoy the rewards you deserve. Close to world-class restaurants and shopping, yet away from it all. A rare find in Evans, a rare find anywhere. Walden Glen. A feeling of home, the neighborhood of choice."""
k68g4m9,Alta Dairies,777 Memorial Dr,Atlanta,GA,30316,855-336-9166,32,1,4.5,33.74642,-84.36196,"'At Alta Dairies, we know greatness when we see it. That’s why we took a beautiful vintage dairy plant built in 1945 and turned it into a multipurpose community in the heart of Atlanta, GA. Here we’ve reinvented the urban experience with spaces that celebrate you. Find high-end studio, one, and two bedroom apartments complete with quality finishes like quartz countertops, stylish subway tile details, and stainless-steel appliances. Our amenities are as unexpected as our origins – grab a brew at the resident Biergarten, chill with friends on the rooftop sky lounge, or find your zen in the yoga room. Live vibrantly. Live Alta Dairies.'"
