apt_id,amenity_name,amenity_description
rnnj4h2,Living Space,"['Carpet', 'Vinyl Flooring', 'Dining Room', 'Built-In Bookshelves', 'Views', 'Walk-In Closets', 'Linen Closet', 'Window Coverings']"
rnnj4h2,Security,"['Controlled Access', 'Property Manager on Site']"
fp06z2v,Unique Features,"['24-hour emergency maintenance', '24-hour tech lounge with large TV', '2-inch wood-look blinds', 'ADA accessibile*', 'Breakfast bar', 'Ceiling fan in guest bedroom', 'Ceiling fan in living room', 'Ceiling fan master bedroom', 'Convenient car care center', 'Courtyard view', 'Dbl vanity sinks master bath', 'Disposal', 'Doors with peepholes', 'Elegant wood-look plank flooring', 'Excellent access', 'Fully upgraded apartment', 'Fully upgraded apartment*', 'Garbage disposal', 'Gated access', 'High-speed internet in area', 'Inspired interiors with 9 ceilings', 'Inspired interiors with 9` ceilings', 'Jogging trail', 'Large Closet', 'Large Closets', 'Large guest bath', 'Light fixtures upgrades', 'Luxurious oval tub', 'Newly upgraded throughout', 'Newly upgraded throughout*', 'On-site management & maintenance', 'Organized resident social events', 'Package acceptance service at leasing office', 'Separate dining space', 'Short-term leases avaliable', 'Upgraded light fixtures', 'Vaulted ceiings on 3rd floor apartments', 'Vegetable sprayer', 'Walk to bus line', 'Well-maintained grounds']"
fp06z2v,Pet Policy,"['Dogs Allowed:', 'Restrictions: Pet Breed Restrictions Pit Bull Terriers; Rottweilers; Staffordshire Terriers; Chows; Presa Canarios; Dobermans; German Shepard; Wolf-Hybrids; Akitas, Cane Corsos; Bull Mastiff; Dobermans; Malamutes; Huskies; Dalmatians and Fila Brasileiros. Comments: Pet policy fee min/max: $350 - $500 2 Pet Limit', 'Cats Allowed', 'Comments: Pet policy fee min/max: $350 - $500 2 Pet Limit']"
fp06z2v,Parking,"['Surface Lot', 'Surface lot, garages available', 'Garage: $75', '1 space; Assigned Parking. Garages rent for $100/month', 'Other']"
fp06z2v,Property Information,"['Built in 2000', '200 Units/3 Stories']"
fp06z2v,Lease Length,"['6, 7, 8, 9, 10, 11, 12']"
fp06z2v,Services,"['Wi-Fi at Pool and Clubhouse', 'Laundry Facilities']"
fp06z2v,Interior,['Clubhouse']
fp06z2v,Outdoor Space,"['Sundeck', 'Grill', 'Balcony', 'Patio']"
fp06z2v,Fitness & Recreation,"['Fitness Center', 'Spa', 'Pool']"
fp06z2v,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Cable Ready', 'Storage Units', 'Tub/Shower', 'Sprinkler System']"
fp06z2v,Kitchen,"['Dishwasher', 'Disposal', 'Ice Maker', 'Pantry', 'Kitchen', 'Microwave', 'Range', 'Refrigerator']"
fp06z2v,Living Space,"['Carpet', 'Vinyl Flooring', 'Dining Room', 'Den', 'Sunroom', 'Walk-In Closets', 'Linen Closet', 'Window Coverings']"
yr12m6t,Unique Features,"['9-Foot Ceiling Heights', 'Black Mineral Jet Countertops', 'Brushed Nickel Fixtures', 'Curved Shower Curtain Rods', 'Custom Worldly Grey Paint with White Trim', 'Digital Thermostats', 'Full-Size Washers And Dryers Available', 'Leash-Free Dog Park', 'Mosaic Tile Backsplash', 'Redesigned Interiors', 'Resident Lounge with 3 Flat Screen TVs', 'Starbucks Coffee Bar', 'USB Outlets', 'White or Sandstone Brown Cabinets', 'Wood Inspired Laminate Flooring', 'Yoga Studio & Spin Room']"
yr12m6t,Pet Policy,"['Dogs Allowed:', 'Restrictions: Breed Restriction Appplies $10 Monthly Pet Rent', '$250 - 350 Fee', '75 lb Weight Limit', '2 Pet Limit', 'Cats Allowed', '$10 Monthly Pet Rent', '$250 - 350 Fee', '2 Pet Limit']"
yr12m6t,Parking,"['Surface Lot', 'Assigned Parking.', 'Other']"
yr12m6t,Property Information,"['Built in 2000', '498 Units/3 Stories']"
yr12m6t,Lease Length,"['3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13']"
yr12m6t,Services,"['Laundry Facilities', 'Maintenance on site']"
yr12m6t,Interior,"['Business Center', 'Storage Space']"
yr12m6t,Outdoor Space,"['Grill', 'Patio']"
yr12m6t,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground', 'Tennis Court', 'Volleyball Court', 'Putting Greens']"
yr12m6t,Features,"['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer Hookup', 'Ceiling Fans', 'Fireplace']"
yr12m6t,Kitchen,"['Dishwasher', 'Disposal', 'Stainless Steel Appliances', 'Kitchen', 'Microwave']"
yr12m6t,Living Space,"['Sunroom', 'Built-In Bookshelves', 'Walk-In Closets', 'Window Coverings']"
790x6sw,Unique Features,"['9ft. Ceilings', 'Breakfast Bar', 'High Ceilings']"
790x6sw,Pet Policy,"['Dogs and Cats Allowed', 'Comments: Breed Restrictions Apply $400 Deposit', '$15 Monthly Pet Rent', '85 lb Weight Limit', '2 Pet Limit', 'Birds, Fish and Reptiles Allowed']"
790x6sw,Parking,['Surface Lot and Other']
790x6sw,Property Information,"['Built in 1990', '424 Units/3 Stories']"
790x6sw,Lease Length,['None']
790x6sw,Services,['Laundry Facilities']
790x6sw,Interior,"['Business Center', 'Clubhouse']"
790x6sw,Fitness & Recreation,"['Fitness Center', 'Pool']"
790x6sw,Features,"['Washer/Dryer Hookup', 'Air Conditioning', 'Cable Ready', 'Fireplace']"
790x6sw,Kitchen,"['Dishwasher', 'Disposal']"
790x6sw,Living Space,"['Dining Room', 'Walk-In Closets', 'Window Coverings']"
pmh0fqs,Unique Features,"['Bridge Credit Plus', 'Lush Landscaping', 'Picnic Area', 'Project Access']"
pmh0fqs,Pet Policy,"['Pets Negotiable', 'Dogs Allowed', 'Cats Allowed']"
pmh0fqs,Parking,"['Surface Lot', '1 space.', 'Other']"
pmh0fqs,Property Information,"['Built in 1980', 'Renovated in Jan 2016', '308 Units/2 Stories']"
pmh0fqs,Lease Length,['None']
pmh0fqs,Services,"['Package Service', 'Laundry Facilities', 'Maintenance on site']"
pmh0fqs,Interior,"['Business Center', 'Clubhouse', 'Multi Use Room', 'Breakfast/Coffee Concierge']"
pmh0fqs,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground', 'Tennis Court']"
pmh0fqs,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Smoke Free', 'Cable Ready', 'Trash Compactor', 'Tub/Shower']"
pmh0fqs,Living Space,"['Hardwood Floors', 'Walk-In Closets']"
pmh0fqs,Outdoor Space,['Balcony']
pmh0fqs,Security,['Property Manager on Site']
w5h1gml,Unique Features,"['BBQ/Picnic Area', 'Ceiling Fan', 'Disposal', 'Dog Park', 'Electronic Thermostat', 'Gas Range', 'Hardwood Style Flooring', 'Large Closets', 'Modern Paint Scheme', 'Modern Shaker Style Cabinetry*', 'Sports Court', 'Washer / Dryer Hookups*']"
w5h1gml,Pet Policy,"['Dogs Allowed', 'Comments: Breed Restrictions Apply -- Please contact the office for more information. $200 Fee', '45 lb Weight Limit', '2 Pet Limit', 'Cats Allowed', 'Comments: Breed Restrictions Apply -- Please contact the office for more information. $200 Fee', '2 Pet Limit']"
w5h1gml,Parking,"['Surface Lot', '1 space.', 'Other']"
w5h1gml,Property Information,"['Built in 1985', 'Renovated in Jan 2008', '300 Units/2 Stories']"
w5h1gml,Lease Length,['None']
w5h1gml,Services,"['Laundry Facilities', 'Maintenance on site', 'Online Services', 'Health Club Discount']"
w5h1gml,Interior,"['Business Center', 'Clubhouse']"
w5h1gml,Outdoor Space,"['Grill', 'Balcony']"
w5h1gml,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground']"
w5h1gml,Features,"['High Speed Internet Access', 'Air Conditioning', 'Smoke Free', 'Cable Ready']"
w5h1gml,Kitchen,"['Stainless Steel Appliances', 'Refrigerator']"
w5h1gml,Living Space,"['Carpet', 'Vinyl Flooring', 'Bay Window']"
w5h1gml,Security,['Property Manager on Site']
r8m5gc3,Unique Features,"[""9' Ceilings"", 'Attached Garage Parking', 'Built-in Desks', 'Community Garden', 'Complimentary Bike Rental', 'Deposit Alternative Available', 'Dog Park', 'Espresso Cabinetry with Brush Nickel Pulls', 'Garden Style Bathtubs', 'Hardwood Style Flooring', 'National Relocation Program', 'Online Resident Services and Bill Pay', 'Outdoor Fire Pit', 'Pre-qualified Rental Insurance', 'Smart Home Technology', 'Storage Available', 'Two-tone Paint', 'Valet Trash Service', 'Walk-in Showers', 'Yoga Studio', '""']"
r8m5gc3,Pet Policy,"['Dogs Allowed:', 'Restrictions: Dogs considered to have aggressive tendencies:  German Shepherd, Anatolian Shepherd, American Pit Bull Terrier, American Bull Dog, Staffordshire Bull Terrier, American Staffordshire Terrier, Rottweiler, Bullmastiff, Akita, Chow Chow, Wolf-Dogs and Wolf Hybrids, Doberman (full), Airedale. Additionally, mixed breeds of these dogs are also restricted. This list should not be considered all inclusive. Please remember some breeds have nicknames and most have variations of their breed. 65 lb Weight Limit', '2 Pet Limit', 'Cats Allowed', 'Comments: 00 65 lb Weight Limit', '2 Pet Limit']"
r8m5gc3,Parking,"['Surface Lot and Garage', 'Assigned Parking.']"
r8m5gc3,Property Information,"['Built in 2015', '275 Units/2 Stories']"
r8m5gc3,Lease Length,"['3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13']"
r8m5gc3,Services,"['Maintenance on site', 'Doorman', 'Car Charging Station']"
r8m5gc3,Interior,['Clubhouse']
r8m5gc3,Outdoor Space,"['Grill', 'Balcony', 'Patio']"
r8m5gc3,Fitness & Recreation,"['Fitness Center', 'Pool']"
r8m5gc3,Features,"['Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Wheelchair Accessible (Rooms)']"
r8m5gc3,Kitchen,"['Granite Countertops', 'Stainless Steel Appliances', 'Kitchen', 'Microwave', 'Range']"
r8m5gc3,Security,['Concierge']
01sbg83,Unique Features,"['Car Care Center', 'Car Care Station', 'Cherry Wood Cabinetry with Brushed Nickel Pulls', 'Cottage like homes', 'Entrance To The East Roswell Park', 'Fantastic nature views', 'Impeccable landscaping', 'Large Closets', 'MOVE IN SPECIAL - APRIL MOVE INS!', 'MOVE IN SPECIALS - APRIL MOVE INS!!', 'MOVE IN SPECIALS FOR APRIL MOVE-INS!', 'Newly Upgraded Units', 'On-line Maintenance Requests', 'Online Payments Available', 'On-line Resident Services', 'On-Site Professional Management', 'Package Receiving', 'Pets Welcome', 'Spin Room', 'Walking access to East Roswell Park']"
01sbg83,Pet Policy,"['Dogs and Cats Allowed', '2 Pet Limit']"
01sbg83,Parking,"['Surface Lot', '1 space.', 'Other']"
01sbg83,Property Information,"['Built in 1985', '113 Units/2 Stories']"
01sbg83,Lease Length,['None']
01sbg83,Services,"['Package Service', 'Wi-Fi at Pool and Clubhouse', 'Laundry Facilities', 'Maintenance on site', '24 Hour Availability', 'Recycling', 'Renters Insurance Program', 'Online Services', 'Planned Social Activities', 'Pet Play Area', 'Car Wash Area']"
01sbg83,Interior,"['Clubhouse', 'Breakfast/Coffee Concierge', 'Conference Room', 'Corporate Suites']"
01sbg83,Outdoor Space,"['Sundeck', 'Cabana', 'Grill', 'Picnic Area', 'Balcony', 'Patio', 'Porch', 'Deck', 'Grill']"
01sbg83,Fitness & Recreation,"['Fitness Center', 'Pool', 'Walking/Biking Trails']"
01sbg83,Student Features,"['Private Bathroom', 'Roommate Matching']"
01sbg83,Features,"['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Cable Ready', 'Satellite TV', 'Tub/Shower', 'Fireplace', 'Handrails', 'Framed Mirrors']"
01sbg83,Kitchen,"['Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Pantry', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Instant Hot Water']"
01sbg83,Living Space,"['Hardwood Floors', 'Carpet', 'Vinyl Flooring', 'Dining Room', 'Family Room', 'Sunroom', 'Crown Molding', 'Views', 'Walk-In Closets', 'Linen Closet', 'Double Pane Windows', 'Window Coverings', 'Large Bedrooms']"
01sbg83,Security,['Property Manager on Site']
dpxebtl,Unique Features,"['Bike Rack', 'Ceiling Fan', 'Disposal', 'Dog Park', 'First Floor Units', 'Handicap Accessible', 'Heat', 'Lakefront', 'Large Closets', 'No Breed Restrictions', 'RV Parking', 'Second Floor Units', 'Third Floor Units', 'Tub Shower Combo', 'Yard']"
dpxebtl,Pet Policy,"['Dogs and Cats Allowed:', 'Restrictions: Pet Types Allowed: Dogs, Cats, Fish, Caged Birds. Comments: Pet Fees and Deposits Vary by Property. Please contact the appropriate leasing office with any questions. Assistance animals are always welcome without deposit or fee. 2 Pet Limit']"
dpxebtl,Parking,"['Garage: $100', '1 space; Assigned Parking.', 'Other']"
dpxebtl,Property Information,"['Built in 1999', '306 Units/3 Stories']"
dpxebtl,Lease Length,['None']
dpxebtl,Services,"['Laundry Facilities', 'Maintenance on site', '24 Hour Availability', 'Planned Social Activities', 'Pet Play Area', 'Car Wash Area']"
dpxebtl,Interior,"['Business Center', 'Clubhouse']"
dpxebtl,Outdoor Space,"['Grill', 'Picnic Area', 'Balcony', 'Grill']"
dpxebtl,Fitness & Recreation,"['Fitness Center', 'Pool', 'Bike Storage', 'Tennis Court']"
dpxebtl,Features,"['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer - In Unit', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Cable Ready', 'Storage Units', 'Fireplace']"
dpxebtl,Kitchen,"['Dishwasher', 'Disposal', 'Ice Maker', 'Stainless Steel Appliances', 'Pantry', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer']"
dpxebtl,Living Space,"['Hardwood Floors', 'Carpet', 'Dining Room', 'Views', 'Walk-In Closets', 'Linen Closet', 'Window Coverings', 'Large Bedrooms']"
dpxebtl,Security,"['Property Manager on Site', 'Security System']"
6f3wl2r,Unique Features,"['Car Care Center', 'Controlled & Gated Access', 'Designated Picnic Areas', 'Doggie Stations Throughout the Community', 'Outdoor Fire Pit Area with Seating', 'Private Entry Garages *']"
6f3wl2r,Pet Policy,"['Dogs and Cats Allowed:', 'Restrictions: No Aggressive Breeds Comments: Pet Rent is per Pet $20 Monthly Pet Rent', '$300 Fee', '35 lb Weight Limit', '2 Pet Limit']"
6f3wl2r,Parking,"['Surface Lot', '1 space.', 'Other']"
6f3wl2r,Property Information,"['Built in 1996', '288 Units/3 Stories']"
6f3wl2r,Lease Length,['None']
6f3wl2r,Services,"['Package Service', 'Laundry Facilities', 'Day Care', 'Maintenance on site', '24 Hour Availability', 'Renters Insurance Program', 'Online Services', 'Planned Social Activities', 'Health Club Discount', 'Car Charging Station', 'Car Wash Area']"
6f3wl2r,Interior,"['Business Center', 'Clubhouse', 'Storage Space']"
6f3wl2r,Outdoor Space,"['Gated', 'Sundeck', 'Balcony', 'Grill']"
6f3wl2r,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground', 'Basketball Court', 'Tennis Court']"
6f3wl2r,Features,"['Washer/Dryer - In Unit', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Storage Units', 'Fireplace']"
6f3wl2r,Kitchen,"['Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Pantry', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer']"
6f3wl2r,Living Space,"['Carpet', 'Vinyl Flooring', 'Crown Molding', 'Vaulted Ceiling', 'Walk-In Closets']"
6f3wl2r,Security,"['Security System', 'Concierge', 'Security System']"
xbf540m,Unique Features,"['24/7 Emergency Maintenance', 'Bark Park', 'Brushed Nickel Finishes', 'Close to Park', 'Double-Sink Vanities*', 'Online Rental Payments', 'Package Concierge Service', 'Pet Friendly - Breed Restrictions Apply', 'Wood-Style Flooring']"
xbf540m,Pet Policy,"['Dogs and Cats Allowed', 'Comments: Large Dogs Welcome - Breed Restrictions Apply 2 Pet Limit']"
xbf540m,Parking,"['Surface Lot', '1 space.', 'Other']"
xbf540m,Property Information,"['Built in 1987', 'Renovated in Jan 2018', '160 Units/2 Stories']"
xbf540m,Lease Length,['None']
xbf540m,Interior,['Clubhouse']
xbf540m,Outdoor Space,"['Grill', 'Patio']"
xbf540m,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground', 'Tennis Court']"
xbf540m,Features,"['Washer/Dryer - In Unit', 'Ceiling Fans']"
xbf540m,Kitchen,"['Granite Countertops', 'Stainless Steel Appliances', 'Microwave']"
xbf540m,Living Space,"['Walk-In Closets', 'Linen Closet']"
vnlwqhe,Unique Features,"['*Wood-Style Floors', 'A mix of newly renovated and refreshed apartments', 'A more intimate seventy-six unit community', 'Ample parking for residents and guests', 'Build Your Credit w/ Experian RentBureau', 'Community BBQ and picnic area', 'Professionally landscaped', 'Sky Light', 'Zero Deposit Community']"
vnlwqhe,Pet Policy,"['Dogs and Cats Allowed:', 'Restrictions: Please contact the leasing office for more details Comments: No Aggressive Breeds. $20 Monthly Pet Rent', '$300 Fee', '65 lb Weight Limit', '2 Pet Limit']"
vnlwqhe,Parking,"['Surface Lot', '1 space.', 'Other']"
vnlwqhe,Property Information,"['Built in 1975', 'Renovated in Jan 2005', '76 Units/2 Stories']"
vnlwqhe,Lease Length,['None']
vnlwqhe,Services,"['Laundry Facilities', 'Online Services']"
vnlwqhe,Outdoor Space,"['Courtyard', 'Picnic Area', 'Lawn', 'Grill']"
vnlwqhe,Features,"['High Speed Internet Access', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Smoke Free', 'Tub/Shower', 'Handrails', 'Framed Mirrors']"
vnlwqhe,Kitchen,"['Dishwasher', 'Stainless Steel Appliances', 'Kitchen', 'Oven', 'Range', 'Refrigerator', 'Freezer']"
vnlwqhe,Living Space,"['Carpet', 'Vinyl Flooring', 'Dining Room', 'Vaulted Ceiling', 'Views', 'Skylight', 'Walk-In Closets', 'Window Coverings']"
vnlwqhe,Security,['Property Manager on Site']
p9pqqxs,Unique Features,"['Brushed Nickel Hardware*', 'Garden Tubs', 'Pet Friendly Community w/ Dog Park', 'Renovated Units', 'USB Ports', 'Vinyl Plank Flooring*']"
p9pqqxs,Pet Policy,"['Dogs Allowed', '50 lb Weight Limit', '2 Pet Limit', 'Cats Allowed', '2 Pet Limit']"
p9pqqxs,Parking,"['Surface Lot', '1 space.', 'Other']"
p9pqqxs,Property Information,"['Built in 2002', '250 Units/3 Stories']"
p9pqqxs,Lease Length,['None']
p9pqqxs,Services,"['Day Care', '24 Hour Availability', 'Health Club Discount', 'Car Wash Area']"
p9pqqxs,Interior,"['Business Center', 'Clubhouse']"
p9pqqxs,Outdoor Space,"['Grill', 'Balcony']"
p9pqqxs,Fitness & Recreation,"['Pool', 'Basketball Court']"
p9pqqxs,Features,"['Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Cable Ready', 'Framed Mirrors']"
p9pqqxs,Kitchen,"['Dishwasher', 'Disposal', 'Stainless Steel Appliances', 'Kitchen', 'Microwave', 'Range', 'Refrigerator']"
p9pqqxs,Living Space,"['Built-In Bookshelves', 'Crown Molding', 'Walk-In Closets']"
p9pqqxs,Security,['Security System']
0yyrqk1,Unique Features,"['*In Select Units', '2” Window Blinds', '5 minutes to I-75, and Major Expressways', 'Attached Outdoor Living Areas with Extra Storage', 'Bark Park', 'Beautiful Hardwood Expression Flooring', 'Clothes Care Center Open 24 Hours', 'Great School District-Marietta City Schools', 'Luscious Courtyards', 'Minutes to I-75, I-285 & Great Shopping/Dining', 'Modernized, Spacious Bathrooms', 'Planned Resident Activities and Events', 'Private Office/Webinar/Work from Home Center', 'Spacious Closets', 'Sweeping Wooded Views', 'Updated, Energy Efficient Illumination Features', 'Weight Training Facility']"
0yyrqk1,Pet Policy,"['Dogs Allowed:', 'Restrictions: Breed Restrictions Comments: Breed Restrictions Apply $20 Monthly Pet Rent', '$300 - 600 Fee', '2 Pet Limit', 'Cats Allowed', 'Comments: Breed Restrictions Apply 2 Pet Limit']"
0yyrqk1,Parking,"['Surface Lot', '1 space. Parking Available', 'Other']"
0yyrqk1,Property Information,"['Built in 1983', '312 Units/2 Stories']"
0yyrqk1,Lease Length,['None']
0yyrqk1,Services,['Pet Play Area']
0yyrqk1,Interior,['Clubhouse']
0yyrqk1,Outdoor Space,"['Gated', 'Courtyard', 'Grill', 'Balcony', 'Patio', 'Grill']"
0yyrqk1,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground', 'Tennis Court']"
0yyrqk1,Features,"['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Ceiling Fans', 'Cable Ready', 'Storage Units', 'Fireplace']"
0yyrqk1,Kitchen,"['Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Kitchen', 'Microwave']"
0yyrqk1,Living Space,"['Hardwood Floors', 'Carpet', 'Views', 'Walk-In Closets']"
0yyrqk1,Security,['Controlled Access']
4lngflh,Unique Features,"['Beautifully Landscaped Grounds', 'High Ceilings', 'Online Payments & WiPs Available', 'Tray Ceilings']"
4lngflh,Pet Policy,"['Dogs and Cats Allowed', 'Comments: ECI’s pet friendly communities welcome most breeds of dogs.  However, because certain breeds do not thrive in a community environment, we cannot accommodate the following breeds, dogs resembling these breeds or mixes of these breeds:  Akita, Ameri... $250 Fee', '65 lb Weight Limit', '2 Pet Limit']"
4lngflh,Parking,"['Surface Lot and Garage', '1 space.']"
4lngflh,Property Information,"['Built in 1999', 'Renovated in Jan 2012', '259 Units/3 Stories']"
4lngflh,Lease Length,['None']
4lngflh,Services,"['Package Service', 'Laundry Facilities', 'Maintenance on site', '24 Hour Availability', 'Car Wash Area']"
4lngflh,Interior,"['Business Center', 'Conference Room']"
4lngflh,Outdoor Space,"['Gated', 'Patio', 'Grill']"
4lngflh,Fitness & Recreation,"['Fitness Center', 'Pool', 'Tennis Court']"
4lngflh,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Air Conditioning', 'Ceiling Fans', 'Trash Compactor', 'Double Vanities', 'Tub/Shower', 'Fireplace', 'Sprinkler System']"
4lngflh,Kitchen,"['Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Pantry', 'Kitchen', 'Oven', 'Range', 'Freezer']"
4lngflh,Living Space,"['Carpet', 'Vinyl Flooring', 'Dining Room', 'Sunroom', 'Vaulted Ceiling', 'Walk-In Closets', 'Linen Closet', 'Window Coverings']"
4lngflh,Security,"['Controlled Access', 'Property Manager on Site']"
m0fk9jl,Unique Features,"['BBQ/Picnic Area', 'Ceiling Fan', 'Gas Range', 'Large Closets']"
m0fk9jl,Pet Policy,"['Dogs and Cats Allowed', 'Comments: 2 pet maximum per apartment, 50 lb weight limit per pet, non-refundable pet fee for each pet. Breed restrictions apply. 50 lb Weight Limit', '2 Pet Limit']"
m0fk9jl,Parking,['Surface Lot and Other']
m0fk9jl,Property Information,"['Built in 1986', 'Renovated in Jun 2018', '211 Units/2 Stories']"
m0fk9jl,Lease Length,['None']
m0fk9jl,Services,['Laundry Facilities']
m0fk9jl,Outdoor Space,"['Sundeck', 'Balcony']"
m0fk9jl,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground']"
m0fk9jl,Features,"['High Speed Internet Access', 'Washer/Dryer Hookup', 'Cable Ready', 'Fireplace']"
m0fk9jl,Living Space,['Hardwood Floors']
78nw3fy,Unique Features,"[""9' Ceilings"", 'Access Gates', 'Car Care Center', 'Community Fire Pit', 'Espresso Cabinets', 'Green Certified', 'Newly Renovated Apartment Homes', 'Package Acceptance', 'Pet Policy', 'Valet Trash', 'Wood Plank Flooring', '""']"
78nw3fy,Pet Policy,"['Dogs Allowed', '80 lb Weight Limit', '2 Pet Limit', 'Pet Interview Required', 'Cats Allowed', '2 Pet Limit']"
78nw3fy,Parking,"['Surface Lot', '1 space.', 'Covered']"
78nw3fy,Property Information,"['Built in 1995', '311 Units/4 Stories']"
78nw3fy,Lease Length,['None']
78nw3fy,Services,"['Wi-Fi at Pool and Clubhouse', 'Maintenance on site', 'Trash Pickup - Door to Door', 'Pet Play Area', 'Car Wash Area']"
78nw3fy,Outdoor Space,"['Courtyard', 'Grill', 'Balcony']"
78nw3fy,Fitness & Recreation,"['Fitness Center', 'Pool']"
78nw3fy,Features,"['High Speed Internet Access', 'Washer/Dryer Hookup', 'Air Conditioning', 'Ceiling Fans', 'Cable Ready', 'Fireplace']"
78nw3fy,Kitchen,"['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Microwave', 'Oven', 'Refrigerator']"
78nw3fy,Living Space,"['Vaulted Ceiling', 'Walk-In Closets']"
78nw3fy,Security,['Controlled Access']
4pds1vl,Unique Features,"['2"" Designer Blinds Through-out', '2-inch Faux Wood Blinds', 'Breakfast Bars', 'Car Care Center', 'Fire Pit with Outdoor Seating', 'Gourmet Coffee Bar and Hot Tea Bar', 'Nine-Foot Ceilings', 'Recycling Area', 'Resident Parcel Alert', 'Single Basin Undermount Sinks', 'Two-Tone Paint Color Scheme', 'Walk In Shower', 'Wood Look Flooring', 'Yoga Studio']"
4pds1vl,Pet Policy,"['Dogs Allowed', 'Comments: Pet pictures and vet records required. 2 Pet Limit', 'Cats Allowed', 'Comments: Pet picture and vet records required. 2 Pet Limit']"
4pds1vl,Parking,"['Surface Lot', 'Garage: $150']"
4pds1vl,Property Information,"['Built in 2016', '172 Units/3 Stories']"
4pds1vl,Lease Length,"['3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14']"
4pds1vl,Interior,"['Business Center', 'Clubhouse']"
4pds1vl,Outdoor Space,"['Gated', 'Sundeck', 'Grill', 'Balcony', 'Patio', 'Grill']"
4pds1vl,Fitness & Recreation,"['Fitness Center', 'Pool']"
4pds1vl,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning']"
4pds1vl,Kitchen,"['Dishwasher', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Microwave', 'Oven', 'Range', 'Refrigerator']"
4pds1vl,Living Space,"['Hardwood Floors', 'Dining Room', 'Double Pane Windows']"
5rtm5xq,Unique Features,"['Admin is flexible; please call for info', 'Disposal', 'Efficient Appliances', 'Emergency Maintenance', 'Extra Storage', 'New/Renovated Interior', 'Oversized Closets', 'Scenic Views', 'Upgraded Apartment Homes with Black Appliances', 'White Cabinets and Speckle']"
5rtm5xq,Pet Policy,"['Dogs Allowed:', 'Restrictions: Small dogs only. 2 Pet Limit', 'Cats Allowed', '2 Pet Limit']"
5rtm5xq,Parking,"['Surface Lot', '1 space.', 'Garage', 'Other', 'First Come First Serve']"
5rtm5xq,Property Information,"['Built in 1980', 'Renovated in Jan 2018', '140 Units/2 Stories']"
5rtm5xq,Lease Length,['None']
5rtm5xq,Services,"['Laundry Facilities', 'Maintenance on site', 'Public Transportation']"
5rtm5xq,Interior,['Clubhouse']
5rtm5xq,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground']"
5rtm5xq,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Air Conditioning', 'Cable Ready']"
5rtm5xq,Kitchen,['Dishwasher']
5rtm5xq,Living Space,"['Hardwood Floors', 'Carpet', 'Window Coverings']"
5rtm5xq,Outdoor Space,['Balcony']
